title,price,rating,review_count,availability,description,seller,brand,category
Skechers Microspec İi - Zovrix Büyük Erkek Çocuk Siyah Spor Ayakkabı 403924l Bksr Siyah,"1.618,85 TL",N/A,N/A,N/A,N/A,N/A,Skechers,"Moda
Ayakkabı & Çanta
Çocuk Ayakkabı
Erkek Çocuk Ayakkabı
Erkek Çocuk Günlük Ayakkabı"
